UserID,ItemID,Rating
0,550452,0
0,323933,1
0,159248,1
0,554099,1
0,70896,1
0,518385,1
1,614243,1
1,616649,1
1,617646,1
1,620594,1
1,622325,1
1,623778,1
2,521716,0
2,531386,0
2,534002,0
2,602548,0
2,297989,0
2,532569,1
3,266898,1
3,577089,1
3,418340,1
3,489371,1
3,541471,1
3,230010,1
4,160409,0
4,309265,0
4,566574,0
4,94767,0
4,617491,0
4,561044,1
5,55372,0
5,568050,0
5,614805,0
5,374622,0
5,390355,0
5,600781,0
6,34428,1
6,370386,1
6,614925,1
6,248723,0
6,252962,0
6,504528,1
7,591369,1
7,28621,1
7,40189,1
7,434891,1
7,80657,1
7,532790,1
8,532569,1
8,558154,1
8,569179,1
8,574204,1
8,622325,1
8,213829,0
9,531386,1
9,532569,1
9,592747,1
9,602602,1
9,614925,1
9,622325,1
1,453396,1
1,587636,1
1,591461,1
1,596241,1
1,612520,1
1,616649,1
1,533053,0
1,2273,0
1,117627,0
1,436796,0
1,613923,1
1,359283,0
1,275010,1
1,46030,1
1,29235,1
1,498179,1
1,556541,1
1,558814,1
1,546992,1
1,567726,1
1,583090,1
1,587636,1
1,616649,1
1,617646,1
1,543905,0
1,572538,0
1,28590,1
1,268594,0
1,308881,0
1,334831,0
1,281112,1
1,309256,1
1,496762,1
1,614925,1
1,165824,1
1,367313,1
1,550452,1
1,56437,1
1,13379,1
1,39046,1
1,405897,1
1,267723,1
1,25205,0
1,103410,0
1,624550,0
1,338242,0
1,25311,1
1,47310,1
1,359811,0
1,576535,0
1,260310,1
1,49509,1
1,206975,1
1,252459,0
1,539904,1
1,548098,1
1,592747,1
1,600770,1
1,608376,1
1,622325,1
2,489371,1
2,517526,1
2,538823,1
2,540934,1
2,600770,1
2,607946,1
2,116469,0
2,33730,1
2,100025,1
2,95970,1
2,267723,1
2,449769,1
2,559390,1
2,152442,1
2,182003,1
2,225679,1
2,41414,1
2,106447,1
2,540166,1
2,389637,0
2,44531,1
2,130559,1
2,173049,1
2,48550,1
2,459622,1
2,112126,1
2,614925,1
2,489371,1
2,85222,1
2,181089,1
2,563692,1
2,582591,1
2,600770,1
2,607946,1
2,274703,1
2,362307,0
2,614243,1
2,617646,1
2,622325,1
2,55629,1
2,363904,0
2,373402,0
2,169081,0
2,386683,0
2,224051,1
2,436056,1
2,473055,1
2,26226,1
2,75707,1
2,397543,1
2,298685,1
2,75410,1
2,567631,1
2,578903,1
2,184754,0
2,556366,1
2,238646,0
2,7876,0
2,302000,0
2,569396,1
3,267846,0
3,467178,0
3,444949,0
3,489457,1
3,529957,0
3,552786,1
3,123929,1
3,98718,1
3,195434,1
3,588686,1
3,604347,1
3,17497,1
3,358441,0
3,440694,0
3,577474,0
3,266281,0
3,371598,0
3,564115,0
3,75943,1
3,355155,1
3,564115,0
3,364683,1
3,437608,1
3,603145,1
3,1188,0
3,4132,0
3,30125,0
3,36422,0
3,421158,0
3,482854,0
3,529098,1
3,559371,0
3,237542,1
3,549463,0
3,381626,1
3,407756,1
3,571905,1
3,198370,0
3,347177,0
3,27598,0
3,551806,0
3,193586,0
3,169627,0
3,130254,1
3,141393,0
3,469645,0
3,84209,0
3,280641,0
3,504528,1
3,517718,1
3,532569,1
3,614243,1
3,614925,1
3,622325,1
3,614925,1
3,34525,1
3,540166,0
3,327744,0
3,9986,0
3,536930,1
4,328269,1
4,195544,0
4,186013,1
4,213529,1
4,257054,0
4,509660,1
4,498148,0
4,113311,0
4,571579,0
4,199025,0
4,375693,1
4,591163,0
4,134908,1
4,303711,1
4,3669,1
4,458099,1
4,82555,1
4,248920,1
4,309068,0
4,328957,0
4,376863,0
4,60117,0
4,409361,0
4,581975,0
4,558154,1
4,567378,1
4,569179,1
4,574204,1
4,612520,1
4,617646,1
4,123929,1
4,238646,1
4,550671,1
4,11644,1
4,162437,1
4,392512,1
4,582591,0
4,587636,1
4,591461,0
4,569497,1
4,558154,0
4,501784,1
4,219277,0
4,616983,0
4,296700,1
4,334834,0
4,592491,1
4,174541,1
4,296713,0
4,40476,0
4,388306,0
4,342916,0
4,56437,0
4,24474,0
4,57535,0
4,61569,0
4,282743,1
4,1280,1
4,146805,1
4,361876,1
5,513664,0
5,523223,0
5,531386,0
5,548563,0
5,556458,0
5,600770,0
5,325936,0
5,205414,0
5,223058,0
5,85222,0
5,608376,0
5,428598,0
5,569455,0
5,590997,0
5,591590,0
5,600770,0
5,173301,0
5,531386,0
5,271264,0
5,379786,0
5,410154,0
5,526676,0
5,549256,0
5,590716,0
5,452599,0
5,507704,0
5,587214,0
5,357627,0
5,500421,0
5,133724,0
5,562028,0
5,600770,0
5,620677,0
5,157860,0
5,503115,0
5,554099,0
5,71490,0
5,20426,0
5,205182,0
5,402823,0
5,463619,0
5,45313,0
5,183450,0
5,300733,0
5,325346,0
5,390355,0
