UserID,ItemID,Rating
0,507696,1
0,137915,1
0,22757,1
0,120328,1
0,123025,1
0,131263,1
0,147073,1
0,175835,1
0,180037,1
0,192496,1
0,194044,1
0,205234,1
0,207030,1
0,208031,1
0,277277,1
0,295315,1
0,325346,1
0,392726,1
0,459622,1
0,461814,1
0,497792,1
0,507010,1
0,531386,1
0,578821,1
0,600770,1
0,608376,1
0,113323,0
0,127640,0
0,592747,0
0,26137,0
0,94522,0
0,193714,0
0,452599,0
0,522229,0
0,9101,1
0,112040,1
0,450906,1
0,453488,1
0,464229,1
0,393064,1
0,438303,0
1,1996,1
1,2255,1
1,10843,1
1,18260,1
1,18519,1
1,19106,1
1,21931,1
1,22757,1
1,23521,1
1,25311,1
1,34525,1
1,34947,1
1,39975,1
1,40476,1
1,41693,1
1,46539,1
1,46759,1
1,47888,1
1,55629,1
1,55971,1
1,56437,1
1,56970,1
1,67136,1
1,70896,1
1,71149,1
1,74262,1
1,75445,1
1,75757,1
1,79902,1
1,85222,1
1,95689,1
1,97762,1
1,102328,1
1,105502,1
1,111411,1
1,112273,1
1,112642,1
1,113017,1
1,119154,1
1,120328,1
1,121743,1
1,123025,1
1,123260,1
1,123601,0
1,124428,1
1,129462,1
1,131263,1
1,131721,1
1,134437,1
1,136867,1
1,137915,1
1,140118,1
1,142979,1
1,146781,1
1,147073,0
1,153097,1
1,153809,1
1,156663,1
1,158948,1
1,161901,1
1,173094,1
1,173301,1
1,175835,1
1,176588,1
1,179785,1
1,180037,1
1,180171,1
1,181079,1
1,182140,1
1,185095,1
1,185665,1
1,186098,1
1,188078,1
1,189820,1
1,190019,1
1,191809,1
1,192496,1
1,194044,1
1,195167,1
1,196203,1
1,196852,1
1,197656,1
1,199439,1
1,199467,1
1,200053,1
1,205234,1
1,205871,1
1,207030,1
1,210226,1
1,213829,1
1,219179,1
1,219322,1
1,222533,1
1,224051,1
1,225587,1
1,227064,1
1,230673,1
1,234212,1
1,235250,1
1,235966,1
1,237610,1
1,238223,1
1,248089,1
1,248550,1
1,248699,1
1,249902,1
1,254519,1
1,255153,1
1,257310,1
1,259552,1
1,261386,1
1,263294,1
1,269414,1
1,270248,1
1,275261,1
1,280245,1
1,283541,1
1,288237,1
1,288340,1
1,288560,1
1,294427,1
1,295315,1
1,297989,1
1,304287,1
1,310379,1
1,318345,1
1,318901,1
1,322770,1
1,323933,1
1,324045,1
1,325346,1
1,325936,1
1,327881,1
1,344617,1
1,349250,1
1,349771,1
1,354153,1
1,359811,1
1,361313,1
1,363219,1
1,366723,1
1,371598,1
1,375693,1
1,381411,1
1,383195,1
1,387522,1
1,390355,1
1,392726,1
1,393059,0
1,397543,1
1,397620,1
1,398037,1
1,402723,1
1,408557,1
1,410606,1
1,417011,1
1,418175,1
1,423102,1
1,425182,1
1,428598,1
1,431048,1
1,436056,1
1,440749,1
1,440901,1
1,442074,1
1,445735,1
1,451800,1
1,453396,1
1,454149,1
1,454436,1
1,457354,1
1,457583,1
1,459622,1
1,460065,1
1,463859,1
1,466895,1
1,470248,1
1,477870,1
1,481274,1
1,482069,1
1,488803,1
1,489371,1
1,490684,1
1,490754,1
1,491417,1
1,491757,1
1,492607,1
1,493655,1
1,497792,1
1,502177,1
1,503258,1
1,504528,1
1,507010,1
1,507696,1
1,514730,1
1,516754,1
1,517718,1
1,521369,1
1,528144,1
1,532453,1
1,532569,1
1,534596,1
1,539126,1
1,540934,1
1,541988,1
1,543790,1
1,546722,1
1,546992,1
1,548098,1
1,550452,1
1,553890,1
1,556366,1
1,556458,1
1,558154,1
1,566644,1
1,567378,1
1,567726,1
1,568182,1
1,569179,1
1,569785,1
1,574204,1
1,577309,1
1,578821,1
1,580720,1
1,583090,1
1,583222,1
1,587636,1
1,591590,1
1,601402,1
2,238557,1
2,115200,1
2,176889,1
2,329058,1
2,456895,1
2,475878,1
2,5237,1
2,12332,1
2,29323,1
2,57791,1
2,99935,1
2,258003,1
2,377333,1
2,510603,1
2,533639,1
2,188675,1
2,268555,1
2,488564,1
2,48916,1
2,180618,1
2,316815,1
2,333784,1
2,507377,1
2,532650,1
2,27499,1
2,43628,1
2,78477,1
2,92450,1
2,182489,1
2,242450,1
2,296155,1
2,364374,1
2,387982,1
2,428863,1
2,16249,1
2,66765,1
2,210761,1
2,217921,1
2,319866,1
2,342087,1
2,402792,1
2,525951,1
2,528002,1
2,557544,1
2,602243,1
2,367509,1
2,17863,0
2,21683,0
2,57422,0
2,61148,0
2,85012,1
2,92066,0
2,103338,0
2,119752,0
2,120443,0
2,121082,1
2,142902,0
2,145897,0
2,155330,0
2,155522,0
2,187943,1
2,211566,0
2,224595,0
2,235514,0
2,246957,0
2,247563,0
2,257158,0
2,303423,0
2,315452,0
2,344158,1
2,349451,0
2,378073,0
2,406012,0
2,419241,0
2,419748,1
2,445463,0
2,484497,0
2,509188,0
2,517337,1
2,523223,0
2,525493,0
2,528166,0
2,538823,0
2,556298,0
2,563692,0
2,599530,0
2,600770,0
2,4283,0
2,13896,0
2,106447,0
2,144592,0
2,181286,0
2,181585,0
2,190762,0
2,283332,0
2,320706,0
2,336502,0
2,370371,0
2,382315,0
2,386887,0
2,427139,0
3,5980,0
3,11059,0
3,21931,0
3,74262,0
3,146781,0
3,173094,0
3,175835,0
3,180037,0
3,194044,0
3,267723,0
3,290303,0
3,366723,0
3,432968,0
3,451800,0
4,23521,1
4,40476,1
4,46539,1
4,117158,1
4,182140,1
4,263935,1
4,270248,1
4,320337,1
4,593900,1
4,617405,1
4,617646,1
4,355155,1
4,534541,1
4,48098,1
4,159191,0
4,283576,1
4,87553,1
4,56437,0
4,392167,1
4,604863,0
4,114215,1
4,411217,0
4,353598,0
4,182507,1
4,233263,1
4,280263,1
4,409071,1
4,457583,1
4,517860,1
4,582836,1
4,97316,1
4,618051,0
4,139200,1
4,284575,0
4,588686,0
4,294427,1
4,400058,0
4,296429,1
4,353897,1
4,258945,1
4,486413,1
4,526178,0
4,534119,1
4,567378,1
4,425866,1
4,484153,1
4,452968,1
4,572660,1
4,541988,1
4,277323,1
4,486761,1
4,2414,1
4,40539,1
4,606576,1
4,406596,1
4,311856,1
4,269642,1
4,126974,1
4,321362,1
4,510233,1
4,473071,1
4,24214,0
4,5073,0
4,299835,1
4,606671,1
4,239721,1
4,279399,1
4,304395,1
4,434567,1
4,277744,1
4,434897,1
4,44399,1
4,179785,1
4,459622,0
4,513413,0
4,311587,1
4,621208,1
4,294536,1
4,127468,1
4,327995,0
4,185593,1
4,520195,1
4,565069,1
4,304959,1
4,354193,1
4,490327,1
4,289148,1
4,164989,1
4,296928,1
4,115492,1
4,498231,1
4,550438,1
4,12311,1
4,336296,1
4,160143,1
4,412390,1
4,107900,0
4,282398,1
4,219179,0
4,83676,0
4,386593,1
4,600261,1
4,578559,1
4,67176,1
4,257962,1
4,54506,1
4,204005,1
4,427973,1
4,487577,1
4,60120,1
4,21788,1
4,445582,1
4,464977,1
4,624626,1
4,357972,0
4,433610,0
4,213829,0
4,585561,0
4,291817,0
4,280533,0
4,498672,0
4,60117,0
4,443881,0
4,9982,1
4,74262,1
4,478832,0
4,1916,1
4,594702,1
4,253686,1
4,65155,1
4,550615,1
4,262824,1
4,173926,1
4,469906,1
4,55629,0
4,161279,0
4,197126,1
4,94745,1
4,324656,0
4,252174,0
4,226511,1
4,404871,1
4,142756,0
4,149603,0
4,422865,1
4,162325,1
4,428105,1
4,523835,0
4,531379,1
4,76266,1
4,276035,1
4,411099,1
4,574204,1
4,407244,0
4,241657,0
4,62890,1
4,365950,1
4,231645,1
4,34525,0
4,366520,0
4,579518,0
4,358465,0
4,114139,1
4,492603,0
4,410356,1
4,436056,1
4,395438,0
4,478952,1
4,1547,1
4,461012,1
4,548317,1
4,615774,1
4,315075,0
4,407777,0
4,215845,1
4,96319,0
4,416664,0
4,496940,0
4,532569,0
4,46682,1
4,346454,1
4,497786,1
4,583090,1
4,46801,1
4,438293,0
4,529650,0
4,434455,0
4,50536,1
4,25311,1
4,306084,0
