UserID,ItemID,Rating
0,540429,0
0,554898,1
0,470288,0
0,163101,0
1,607946,1
1,608376,1
1,609785,1
1,612520,1
2,435836,0
2,475026,0
2,513664,0
2,514926,0
3,569455,1
3,614243,1
3,398019,1
3,62106,1
4,597327,1
4,131832,0
4,540013,1
4,31744,1
5,232303,0
5,286037,0
5,310639,0
5,311811,0
6,255923,0
6,568090,0
6,618422,0
6,33551,0
7,222533,0
7,451800,0
7,478554,0
7,509510,0
8,489371,1
8,503258,1
8,504528,1
8,532453,1
9,504528,1
9,509188,1
9,517337,1
9,523223,1
1,354105,1
1,386899,1
1,390473,1
1,402723,1
1,523835,0
1,2384,0
1,365958,0
1,257310,0
1,406621,1
1,524453,1
1,77729,1
1,346476,1
1,521255,1
1,532569,1
1,539126,1
1,541988,1
1,320631,0
1,429897,0
1,430276,0
1,539869,0
1,107666,0
1,460326,1
1,507010,1
1,283179,1
1,61720,1
1,182140,1
1,78051,1
1,189820,1
1,558154,1
1,567378,1
1,600770,1
1,131263,1
1,333410,0
1,91364,0
1,5172,1
1,431048,1
1,502177,1
1,513664,1
1,514730,1
1,523223,1
2,405897,0
2,440749,0
2,452599,0
2,457354,0
2,470288,0
2,525825,0
2,163813,0
2,367130,0
2,218271,0
2,264265,0
2,328326,0
2,434413,0
2,92538,0
2,478757,0
2,556366,0
2,477578,0
2,592747,0
2,192632,0
2,311998,0
2,366639,0
2,538823,0
2,540934,0
2,553257,0
2,556298,0
2,541171,0
2,567726,0
2,569179,0
2,596241,0
2,280997,0
2,26862,0
2,40994,0
2,612847,0
2,503258,0
2,609785,0
2,239251,0
2,535309,0
2,191936,0
2,350355,0
2,461783,0
2,92088,0
3,582591,1
3,591461,1
3,613219,1
3,199467,1
3,136867,1
3,340873,1
3,141597,1
3,569396,1
3,186216,0
3,268443,0
3,301986,0
3,309917,0
3,347177,1
3,118689,1
3,146931,1
3,53487,1
3,461319,0
3,487413,0
3,416005,0
3,265809,0
3,486428,1
3,208781,1
3,241086,1
3,151356,1
3,355789,1
3,596702,1
3,427711,0
3,287673,0
3,473704,1
3,47401,1
3,567990,1
3,207903,0
3,436056,1
3,459622,1
3,490684,1
3,492607,1
3,301109,0
3,328454,0
3,334079,1
3,372099,0
4,324656,0
4,50842,0
4,107585,0
4,362743,0
4,493765,0
4,599442,0
4,62106,0
4,587372,0
4,355132,1
4,247796,1
4,517703,1
4,488024,1
4,272262,1
4,368693,1
4,94586,1
4,243499,0
4,493655,1
4,516754,1
4,532569,1
4,556366,1
4,381730,0
4,536233,0
4,423652,0
4,527981,0
4,553257,1
4,556298,1
4,563692,1
4,569179,1
4,323933,1
4,411221,0
4,369920,0
4,137050,0
4,436056,0
4,558961,0
4,111411,0
4,293724,0
4,504246,1
4,201114,0
4,307052,0
4,543898,0
5,428105,0
5,462671,0
5,491757,0
5,499437,0
5,609785,0
5,275261,0
5,581560,0
5,261386,0
5,521065,0
5,549472,0
5,556458,0
5,562028,0
5,367578,0
5,528606,0
5,534596,0
5,102796,0
5,269572,0
5,183450,0
5,194044,0
5,252790,0
5,349451,0
5,378073,0
5,538823,0
5,556366,0
5,468031,0
5,287823,0
5,401347,0
5,63146,0
5,131263,0
5,131721,0
5,175835,0
5,180037,0
5,608376,0
5,459606,0
5,612156,0
5,200430,0
5,567726,0
5,568182,0
5,577035,0
5,577309,0
6,507010,1
6,513664,1
6,521255,1
6,523223,1
6,370371,1
6,378073,1
6,382315,1
6,470288,1
6,221707,1
6,258738,0
6,300001,0
6,310310,0
6,201487,0
6,445604,1
6,35406,1
6,581463,0
6,234288,1
6,304287,1
6,324045,1
6,350511,1
6,396184,1
6,402723,1
6,418175,1
6,435555,1
6,561721,0
6,139104,1
6,383535,1
6,401252,1
6,89472,1
6,346457,1
6,203111,1
6,397543,1
6,206483,1
6,553029,0
6,262111,1
6,285257,1
6,263294,0
6,283541,1
6,392726,0
6,410606,1
7,393059,0
7,475026,0
7,513664,0
7,531386,0
7,541171,1
7,541988,1
7,549472,1
7,569850,1
7,392726,1
7,489371,1
7,497792,1
7,507696,1
7,21685,0
7,169540,1
7,222282,0
7,342698,0
7,479777,1
7,509188,1
7,517526,1
7,523223,1
7,434897,1
7,436056,1
7,440749,1
7,467178,1
7,119127,0
7,362788,0
7,621498,0
7,43847,0
7,532569,1
7,546992,1
7,556366,1
7,558154,1
7,533899,1
7,23624,0
7,30055,0
7,224051,1
7,443601,0
7,610727,0
7,222384,1
7,261701,0
8,581560,1
8,71453,1
8,78051,0
8,191704,1
8,172116,0
8,317945,1
8,320955,0
8,249277,0
8,571735,1
8,340803,1
8,443234,1
8,565949,1
8,487030,1
8,392726,1
8,444724,1
8,614070,1
8,403507,0
8,600528,0
8,231212,0
8,558198,0
8,468022,1
8,531386,0
8,600770,0
8,197616,1
8,167921,0
8,491484,0
8,134702,0
8,551350,0
8,343625,0
8,467674,0
8,508054,0
8,460056,1
8,299170,0
8,34189,0
8,386719,0
8,187696,0
8,538823,0
8,540934,1
8,541171,1
8,556298,0
9,528144,1
9,532569,1
9,541988,1
9,550452,1
9,288560,1
9,466895,1
9,488803,1
9,490684,1
9,568050,1
9,517526,1
9,410606,1
9,340476,1
9,557931,1
9,569179,1
9,574204,1
9,583090,1
9,423469,0
9,449291,0
9,481888,0
9,488436,0
9,520469,1
9,3591,1
9,545937,1
9,478146,1
9,336598,1
9,15229,1
9,252681,1
9,554703,1
9,225587,1
9,248089,1
9,248550,1
9,254519,1
9,608376,1
9,622325,1
9,287622,1
9,434852,1
9,531386,1
9,600770,1
9,608376,1
9,25451,0
1,439269,1
1,305406,1
1,344155,1
1,252069,1
1,620258,0
1,181983,1
1,321795,0
1,109063,0
1,249902,1
1,323933,1
1,383195,1
1,390355,1
1,545360,0
1,610828,1
1,396577,0
1,342397,1
1,461814,1
1,470288,1
1,507010,1
1,531386,1
1,392512,0
1,146781,0
1,419811,0
1,624606,0
1,491757,1
1,517526,1
1,531386,1
1,538823,1
1,566644,0
1,595768,0
1,612797,0
1,615774,1
1,608376,1
1,609834,1
1,614243,1
1,614925,1
1,280245,1
1,287896,1
1,436056,1
1,504185,1
1,599795,1
1,607946,1
1,614243,1
1,616649,1
1,309789,1
1,509245,1
1,119288,0
1,366639,0
1,207030,1
1,325346,1
1,392726,1
1,393059,1
1,9459,0
1,371122,0
1,381557,1
1,502414,1
1,238476,0
1,70896,1
1,621069,1
1,438141,0
1,397543,1
1,436056,1
1,497792,1
1,524504,1
1,556837,0
1,534692,0
1,47620,0
1,209886,1
1,153574,0
1,295861,0
1,344757,0
1,467162,0
1,32198,0
1,329948,0
1,521444,0
1,105465,0
1,314521,1
1,23521,1
1,168978,1
1,358669,1
1,598378,1
1,569850,1
1,47528,0
1,123025,0
1,492607,1
1,517337,1
1,531386,1
1,538823,1
1,610543,1
1,325403,1
1,368437,1
1,614974,1
1,592747,1
1,600770,1
1,614925,1
1,617646,1
1,436056,1
1,454436,1
1,459622,1
1,507696,1
1,389298,0
1,425182,0
1,225124,0
1,410641,0
1,564341,0
1,442654,0
1,176107,0
1,548055,0
1,513664,1
1,523223,1
1,531386,1
1,532569,1
1,367748,1
1,618974,1
1,163821,1
1,205234,1
1,378073,1
1,382315,1
1,461814,1
1,531386,1
1,492607,1
1,497792,1
1,507010,1
1,531386,1
1,224470,1
1,284545,1
1,492589,1
1,299941,0
1,406012,0
1,419241,0
1,419748,0
1,445463,0
1,327995,1
1,346457,1
1,423102,1
1,425182,1
1,589856,1
1,600770,1
1,370371,0
1,283332,0
1,206847,1
1,504185,1
1,111214,1
1,210839,1
1,388572,1
1,22757,1
1,131263,1
1,189820,1
1,470248,1
1,509188,1
1,517337,1
1,523223,1
1,268297,0
1,195434,1
1,294427,0
1,375876,1
1,448950,1
1,472634,0
1,507696,0
1,599776,0
1,445735,0
1,18919,1
1,267846,1
1,476537,1
1,460065,1
1,503258,1
1,513664,1
1,532569,1
1,569179,1
1,574204,1
1,583222,1
1,591590,1
1,412138,0
1,296542,0
1,59315,1
1,116649,0
1,9026,0
1,28484,0
1,1972,0
1,9164,0
1,330353,1
1,331285,1
1,345097,1
1,416686,1
1,507010,1
1,507696,1
1,513664,1
1,521369,1
1,300701,1
1,503745,1
1,410301,1
1,30275,0
1,385814,1
1,617913,1
1,156752,1
1,291718,1
1,4653,1
1,234212,1
1,489154,1
1,558893,1
1,167021,0
1,107666,0
1,84210,0
1,176377,0
1,598484,0
1,368718,0
1,296713,0
1,123929,0
1,390355,1
1,459622,1
1,489371,1
1,531386,1
1,189820,1
1,262636,1
1,454752,1
1,503786,1
1,378073,1
1,382315,1
1,392726,1
1,434455,1
1,592491,0
1,219179,1
1,368708,0
1,602692,0
1,191682,1
1,516835,1
1,96939,1
1,176512,1
1,15062,0
1,136457,0
1,339810,0
1,462377,0
1,507696,1
1,531386,1
1,550452,1
1,556458,1
1,137140,0
1,183450,1
1,140501,0
1,255918,0
1,294951,0
1,379852,0
1,436056,0
1,595467,0
1,418420,1
1,548231,1
1,367062,1
1,237488,1
1,27660,0
1,551297,0
1,621710,0
1,79248,0
1,530679,1
1,104677,0
1,431316,0
1,490684,0
1,349451,1
1,357972,1
1,378073,1
1,392512,1
1,411217,1
1,79943,1
1,377078,1
1,188078,1
1,572662,1
1,455678,1
1,222621,1
1,85635,1
1,528144,1
1,528166,1
1,540934,1
1,543790,1
1,287823,1
1,17868,0
1,138404,1
1,217431,0
1,595316,0
1,284301,0
1,448162,0
1,48202,0
1,530841,0
1,228988,0
1,111130,0
1,13124,0
1,429134,1
1,459622,1
1,470288,1
1,546043,1
1,212016,1
1,247563,1
1,349451,1
1,378073,1
1,459622,1
1,507696,1
1,531386,1
1,550452,1
1,610753,1
1,82890,0
1,205414,0
1,256046,0
1,489371,1
1,490684,1
1,507010,1
1,513664,1
